,Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,date
1340,2013,3,24,Pakistan,Balochistan,South Asia,Gwadar,25.1458,62.326557,Armed Assault,1,0,Personnel: Ishaq,Undefined,Police,Firearms,1,2013-03-24
1341,2013,3,25,Pakistan,Federally Administered Tribal Areas,South Asia,Damadola,34.789406,71.46608,Bombing/Explosion,2,0,Patrol,Undefined,Military,Explosives,2,2013-03-25
1342,2013,3,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Nawagai,34.405111,72.559842,Armed Assault,3,0,Checkpost,Undefined,Military,Explosives,3,2013-03-26
1343,2013,3,26,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,19,0,Checkpost,Undefined,Military,Explosives,19,2013-03-26
1344,2013,3,31,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.771985,70.464658,Bombing/Explosion,2,6,Convoy of Candidate: Adnan Wazir,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,8,2013-03-31
1345,2013,4,1,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.443839,70.907124,Bombing/Explosion,9,9,Vehicle of Tribal Elder: Malik Habibullah Khan,Undefined,Private Citizens & Property,Explosives,18,2013-04-01
1346,2013,4,4,Pakistan,Balochistan,South Asia,Dalbandin,28.893738,64.405846,Armed Assault,2,3,Vehicle,Undefined,Private Citizens & Property,Firearms,5,2013-04-04
1347,2013,4,6,Pakistan,Balochistan,South Asia,Nushki,29.552311,66.020508,Bombing/Explosion,0,1,Office,Undefined,Government (General),Explosives,1,2013-04-06
1348,2013,4,8,Pakistan,Balochistan,South Asia,Kharan,28.587362,65.420609,Bombing/Explosion,0,4,Office,Baloch Liberation Army (BLA),Government (General),Explosives,4,2013-04-08
1349,2013,4,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Bombing/Explosion,9,7,Market,Undefined,Private Citizens & Property,Explosives,16,2013-04-13
1350,2013,4,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.443839,70.907124,Armed Assault,1,4,Tribal Elder: Mohammad Akram,Undefined,Private Citizens & Property,Firearms,5,2013-04-13
1351,2013,4,13,Pakistan,Balochistan,South Asia,Gandawa,28.613422,67.484808,Bombing/Explosion,0,4,Political Supporters Convoy,Undefined,Private Citizens & Property,Explosives,4,2013-04-13
1352,2013,4,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda district,34.150928,71.735939,Bombing/Explosion,1,2,Candidate: Syed Masoon Shah,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,3,2013-04-14
1353,2013,4,15,Pakistan,Balochistan,South Asia,Gandawa,28.61685,67.470657,Bombing/Explosion,0,0,Undefined,Undefined,Undefined,Explosives,0,2013-04-15
1354,2013,4,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,18,60,Nephew of Member Ghalum Ahmed Bilour: Haroon Bilour,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,78,2013-04-16
1355,2013,4,16,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Bombing/Explosion,4,8,Convoy,Undefined,Military,Explosives,12,2013-04-16
1356,2013,4,17,Pakistan,Sindh,South Asia,Nawabshah,26.241957,68.399292,Hostage Taking (Kidnapping),0,3,Polio Vaccinators,Undefined,Private Citizens & Property,Other,3,2013-04-17
1357,2013,4,17,Pakistan,Balochistan,South Asia,Kharan district,28.018651,65.296326,Bombing/Explosion,0,2,Local Leader: Azeem Braich's Residence,Undefined,Private Citizens & Property,Explosives,2,2013-04-17
1358,2013,4,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Khazana,34.793224,71.784471,Bombing/Explosion,0,0,Electricity Pole,Undefined,Utilities,Explosives,0,2013-04-17
1359,2013,4,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.102099,70.205677,Armed Assault,0,2,Officers,Undefined,Police,Firearms,2,2013-04-19
1360,2013,4,19,Pakistan,Federally Administered Tribal Areas,South Asia,Wana,32.306099,69.579956,Bombing/Explosion,1,5,Election Rally for Naseerullah Wazir,Undefined,Private Citizens & Property,Explosives,6,2013-04-19
1361,2013,4,20,Pakistan,Federally Administered Tribal Areas,South Asia,Khar,34.733517,71.519661,Bombing/Explosion,5,4,Hospital,Undefined,Business,Explosives,9,2013-04-20
1362,2013,4,21,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,4,6,Convoy,Mujahideen Ansar,Military,Explosives,10,2013-04-21
1363,2013,4,21,Pakistan,Balochistan,South Asia,Kharan district,28.008952,65.288544,Assassination,0,1,Deputy Election Commissioner: Muhammad Hashim's Residence,Undefined,Government (General),Explosives,1,2013-04-21
1364,2013,4,22,Pakistan,Balochistan,South Asia,Dalbandin,28.893738,64.405846,Armed Assault,1,2,Inspector: Mehmoodul Haq,Lashkar-e-Balochistan,Government (General),Firearms,3,2013-04-22
1365,2013,4,22,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,0,5,Vehicle,Undefined,Police,Explosives,5,2013-04-22
1366,2013,4,23,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,7,30,Checkpoint,Lashkar-e-Jhangvi,Military,Explosives,37,2013-04-23
1367,2013,4,27,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Assassination,0,4,Election Office of Candidate: Muzaffar Nazar Abro,Undefined,Private Citizens & Property,Explosives,4,2013-04-27
1368,2013,4,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,5,26,Election Office of Candidate: Noor Akbar Khan,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,31,2013-04-28
1369,2013,4,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi,34.123104,72.469017,Bombing/Explosion,2,5,Election Rally,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,7,2013-04-28
1370,2013,4,28,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Armed Assault,1,4,Train,Undefined,Transportation,Firearms,5,2013-04-28
1371,2013,4,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,10,15,Election Office of Candidate: Khursheed Begum,Undefined,Private Citizens & Property,Explosives,25,2013-04-28
1372,2013,4,29,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,9,43,Patrol,Undefined,Police,Explosives,52,2013-04-29
1373,2013,4,29,Pakistan,Khyber Pakhtunkhwa,South Asia,Sardheri,34.168388,71.841957,Bombing/Explosion,1,12,Candidate: Muhammad Ahmad Khan,Undefined,Private Citizens & Property,Explosives,13,2013-04-29
1374,2013,5,1,Pakistan,Balochistan,South Asia,Harnai,30.1,67.933333,Bombing/Explosion,0,4,Soldiers,Undefined,Military,Explosives,4,2013-05-01
1375,2013,5,2,Pakistan,Sindh,South Asia,Sukkur,27.698424,68.841999,Assassination,0,1,Candidate: Jam Ikramullah Dharejo,Undefined,Violent Political Party,Firearms,1,2013-05-02
1376,2013,5,5,Pakistan,Balochistan,South Asia,Kharan,28.587362,65.420609,Bombing/Explosion,0,7,Leader: General Abdul Qadir Baloch's Office,Undefined,Violent Political Party,Explosives,7,2013-05-05
1377,2013,5,5,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Armed Assault,3,0,Officers,United Baloch Army (UBA),Police,Firearms,3,2013-05-05
1378,2013,5,7,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.006516,70.068253,Assassination,13,31,Candidate: Mufti Syed Janan,Undefined,Private Citizens & Property,Explosives,44,2013-05-07
1379,2013,5,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi,34.123104,72.469017,Assassination,1,3,Candidate: Shahram Khan Tarakai,Undefined,Private Citizens & Property,Firearms,4,2013-05-05
1380,2013,5,8,Pakistan,Sindh,South Asia,Hyderabad,25.389288,68.357338,Armed Assault,2,6,Election Office,Undefined,Violent Political Party,Firearms,8,2013-05-08
1381,2013,5,9,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,1,6,Election Office of Candidate: Maulana Jamaluddin,Undefined,Private Citizens & Property,Explosives,7,2013-05-09
1382,2013,5,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Upper Dir district,35.181666,72.008314,Assassination,2,1,Candidate: Malik Behram Khan,Undefined,Private Citizens & Property,Explosives,3,2013-05-08
1383,2013,5,11,Pakistan,Balochistan,South Asia,Kuchlak,31.083333,67.105556,Bombing/Explosion,0,5,Election Camp,Undefined,Private Citizens & Property,Explosives,5,2013-05-11
1384,2013,5,10,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,2,11,Election Office,Undefined,Private Citizens & Property,Explosives,13,2013-05-10
1385,2013,5,10,Pakistan,Balochistan,South Asia,Mastung district,29.40883,67.189449,Armed Assault,2,5,Convoy,Undefined,Military,Explosives,7,2013-05-10
1386,2013,5,10,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Bombing/Explosion,0,8,Candidate: Naeem Khan,Undefined,Private Citizens & Property,Explosives,8,2013-05-10
1387,2013,5,11,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Armed Assault,2,4,Polling Station,Undefined,Government (General),Firearms,6,2013-05-11
1388,2013,5,11,Pakistan,Balochistan,South Asia,Chattar,28.869226,68.334419,Bombing/Explosion,10,12,Convoy of Voters,Undefined,Private Citizens & Property,Explosives,22,2013-05-11
1389,2013,5,11,Pakistan,Balochistan,South Asia,Nasirabad district,28.545323,68.263207,Bombing/Explosion,1,3,Voters,Undefined,Private Citizens & Property,Explosives,4,2013-05-11
1390,2013,5,12,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Assassination,11,76,Inspector General: Mushtaq Sukhera,Lashkar-e-Jhangvi,Police,Explosives,87,2013-05-12
1391,2013,5,12,Pakistan,Balochistan,South Asia,Kharan,28.587362,65.420609,Bombing/Explosion,1,7,Vehicle,Undefined,Military,Explosives,8,2013-05-12
1392,2013,5,13,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Bombing/Explosion,16,0,Bus,Undefined,Transportation,Explosives,16,2013-05-13
1393,2013,5,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Bara,34.559259,73.134475,Bombing/Explosion,1,8,Residence,Undefined,Private Citizens & Property,Explosives,9,2013-05-13
1394,2013,5,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,5,6,Engineering Corps Motorcade,Undefined,Military,Firearms,11,2013-05-16
1395,2013,5,21,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Armed Assault,1,0,Checkpost,Undefined,Police,Firearms,1,2013-05-21
1396,2013,5,23,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Armed Assault,5,2,Brothel,Undefined,Business,Firearms,7,2013-05-23
1397,2013,5,23,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.697494,70.344672,Undefined,2,12,Convoy,Undefined,Military,Undefined,14,2013-05-23
1398,2013,5,24,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Bombing/Explosion,0,2,Patrol,Undefined,Military,Explosives,2,2013-05-24
1399,2013,5,24,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,0,4,Patrol,Undefined,Police,Explosives,4,2013-05-24
1400,2013,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.988889,70.605556,Armed Assault,0,2,Checkpost,Undefined,Military,Firearms,2,2013-05-26
1401,2013,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.988889,70.605556,Bombing/Explosion,4,6,Soldiers,Undefined,Military,Explosives,10,2013-05-26
1402,2013,5,28,Pakistan,Sindh,South Asia,Sukkur,27.6908,68.848587,Armed Assault,2,5,Former MPA: Mehr Irshad Sial,Undefined,Government (General),Firearms,7,2013-05-28
1403,2013,5,31,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.726945,70.694618,Armed Assault,23,15,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,38,2013-05-31
1404,2013,6,3,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,2,2,Patrol,United Baloch Army (UBA),Military,Explosives,4,2013-06-03
1405,2013,6,4,Pakistan,Balochistan,South Asia,Sohbatpur,28.518663,68.542679,Bombing/Explosion,1,0,Undefined,Undefined,Undefined,Explosives,1,2013-06-04
1406,2013,6,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Armed Assault,6,0,Supply Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,6,2013-06-10
1407,2013,6,10,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,0,7,Forces,Undefined,Military,Explosives,7,2013-06-10
1408,2013,6,13,Pakistan,Balochistan,South Asia,Loralai district,30.366596,68.601249,Hostage Taking (Kidnapping),0,0,Doctors,Undefined,Private Citizens & Property,Undefined,0,2013-06-13
1409,2013,6,18,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.200592,72.048439,Bombing/Explosion,35,43,Member: Imran Khan Mohmand,Undefined,Government (General),Explosives,78,2013-06-18
1410,2013,6,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,10,2,Patrol,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,12,2013-06-19
1411,2013,6,26,Pakistan,Balochistan,South Asia,Awaran district,26.098841,65.478705,Bombing/Explosion,1,3,Patrol,Baloch Liberation Front (BLF),Military,Explosives,4,2013-06-26
1412,2013,6,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Maidan,34.959312,71.815158,Bombing/Explosion,1,6,Child,Undefined,Private Citizens & Property,Explosives,7,2013-06-28
1413,2013,6,30,Pakistan,Khyber Pakhtunkhwa,South Asia,Badaber,33.91758,71.562035,Bombing/Explosion,20,50,Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,70,2013-06-30
1414,2013,6,30,Pakistan,Federally Administered Tribal Areas,South Asia,Wana,32.306099,69.579956,Bombing/Explosion,4,15,Civilians,Undefined,Private Citizens & Property,Explosives,19,2013-06-30
1415,2013,6,30,Pakistan,Balochistan,South Asia,Wadh,27.342552,66.36792,Armed Assault,2,2,Bus,Undefined,Transportation,Firearms,4,2013-06-30
1416,2013,7,2,Pakistan,Federally Administered Tribal Areas,South Asia,Mamond,34.763192,71.409831,Armed Assault,1,0,Elder,Undefined,Private Citizens & Property,Firearms,1,2013-07-02
1417,2013,7,2,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah,33.814811,70.747433,Bombing/Explosion,1,1,Members,Undefined,Terrorists/Non-State Militia,Explosives,2,2013-07-02
1418,2013,7,4,Pakistan,Balochistan,South Asia,Wadh,27.342552,66.36792,Armed Assault,1,2,Container: Fazal Gul,Undefined,Military,Firearms,3,2013-07-04
1419,2013,7,7,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,29,70,Shiite Mosque,Lashkar-e-Jhangvi,Religious Figures/Institutions,Explosives,99,2013-07-07
1420,2013,7,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.42503,70.737233,Bombing/Explosion,9,10,Elder: Malik Habibullah Khan,Undefined,Private Citizens & Property,Explosives,19,2013-07-08
1421,2013,7,11,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,3,10,Checkpost,Undefined,Military,Explosives,13,2013-07-11
1422,2013,7,24,Pakistan,Sindh,South Asia,Sukkur,27.705415,68.847513,Bombing/Explosion,7,38,Office,Jundallah (Pakistan),Government (General),Explosives,45,2013-07-24
1423,2013,7,24,Pakistan,Balochistan,South Asia,Kech district,26.155438,63.014402,Armed Assault,1,0,Brother of Former Provincial Minister: Noor Ahmed Buledi,Undefined,Government (General),Firearms,1,2013-07-24
1424,2013,7,25,Pakistan,Balochistan,South Asia,Khuzdar district,27.800665,66.616774,Armed Assault,4,0,Vehicle,Undefined,Police,Firearms,4,2013-07-25
1425,2013,7,26,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,31,76,Bazaar,Mujahideen Ansar,Private Citizens & Property,Explosives,107,2013-07-26
1426,2013,7,26,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,30,75,Bazaar,Mujahideen Ansar,Private Citizens & Property,Explosives,105,2013-07-26
1427,2013,7,26,Pakistan,Balochistan,South Asia,Thul,28.248983,68.777084,Bombing/Explosion,0,0,Member of the Provincial Assembly (MPA): Sohrab Sarki,Undefined,Government (General),Explosives,0,2013-07-26
1428,2013,7,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.423611,70.736389,Bombing/Explosion,0,3,Convoy,Undefined,Police,Explosives,3,2013-07-27
1429,2013,8,2,Pakistan,Punjab,South Asia,Rahim Yar Khan,28.426883,70.304247,Assassination,2,0,Divisional President: Sheikh Manzoor Hussain,Undefined,Religious Figures/Institutions,Firearms,2,2013-08-02
1430,2013,8,5,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Hostage Taking (Kidnapping),14,0,Official,Baloch Liberation Army (BLA),Military,Explosives,14,2013-08-05
1431,2013,8,5,Pakistan,Balochistan,South Asia,Hazar Ganji,30.098261,66.944481,Bombing/Explosion,0,0,Undefined,Jaish-e-Islam,Undefined,Explosives,0,2013-08-05
1432,2013,8,7,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,3,11,Shoppince Center,Undefined,Business,Explosives,14,2013-08-07
1433,2013,8,7,Pakistan,Balochistan,South Asia, ,28.490733,65.095779,Armed Assault,13,0,Civilians,Undefined,Private Citizens & Property,Firearms,13,2013-08-07
1434,2013,8,7,Pakistan,Federally Administered Tribal Areas,South Asia,Halimzai,34.345856,71.370506,Bombing/Explosion,0,1,Tribal Elder: Malik Aurangzeb,Undefined,Private Citizens & Property,Explosives,1,2013-08-07
1435,2013,8,8,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,39,50,Commanders,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,89,2013-08-08
1436,2013,8,9,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,11,31,Former Provincial Minister: Ali Madad Jatak,Undefined,Government (General),Firearms,42,2013-08-09
1437,2013,8,10,Pakistan,Balochistan,South Asia,Dera Bugti district,28.923448,69.001648,Assassination,1,2,Tribal Leader: Zra Khan Bugti,Undefined,Private Citizens & Property,Explosives,3,2013-08-10
1438,2013,8,13,Pakistan,Balochistan,South Asia,Bolan district,29.211389,67.7325,Armed Assault,5,0,Patrol,Undefined,Military,Firearms,5,2013-08-13
1439,2013,8,18,Pakistan,Federally Administered Tribal Areas,South Asia,Damadola,34.789406,71.46608,Armed Assault,1,0,Tribal Elder: Malik Ajab Khan,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,1,2013-08-18
1440,2013,8,18,Pakistan,Balochistan,South Asia,Jafarabad district,28.449374,68.194427,Armed Assault,1,1,Member: Soura Khan,Undefined,Terrorists/Non-State Militia,Firearms,2,2013-08-18
1441,2013,8,21,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Bombing/Explosion,1,2,Vehicle,Undefined,Police,Explosives,3,2013-08-21
1442,2013,8,21,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,2,15,Chaman Railway Station,Undefined,Transportation,Explosives,17,2013-08-21
1443,2013,8,31,Pakistan,Balochistan,South Asia,Mand,26.115631,62.037643,Armed Assault,7,11,Patrol,Baloch Liberation Front (BLF),Military,Firearms,18,2013-08-31
1444,2013,9,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,0,11,Girls' Primary School,Undefined,Educational Institution,Explosives,11,2013-09-05
1445,2013,9,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.929773,70.669266,Bombing/Explosion,0,6,Convoys,Undefined,Police,Explosives,6,2013-09-05
1446,2013,9,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,5,1,Minibus,Tehrik-i-Taliban Pakistan (TTP),Transportation,Firearms,6,2013-09-06
1447,2013,9,8,Pakistan,Balochistan,South Asia,Loralai district,30.396933,68.627669,Armed Assault,2,1,Patrol: Hawaldar Rehmatullah,Undefined,Police,Firearms,3,2013-09-08
1448,2013,9,9,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,4,9,District Police Officer,Undefined,Police,Explosives,13,2013-09-09
1449,2013,9,12,Pakistan,Balochistan,South Asia,Panjgur district,26.738252,64.148741,Armed Assault,2,0,Clerics,Undefined,Religious Figures/Institutions,Firearms,2,2013-09-12
1450,2013,9,15,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Bombing/Explosion,1,2,Convoy,Undefined,Military,Explosives,3,2013-09-15
1451,2013,9,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.929773,70.669266,Undefined,2,3,Vehicle,Tehrik-i-Taliban Pakistan (TTP),Military,Undefined,5,2013-09-15
1452,2013,9,16,Pakistan,Sindh,South Asia,Jacobabad,28.276944,68.451389,Armed Assault,0,1,Officers: Abdul Razzaq,Undefined,Police,Firearms,1,2013-09-16
1453,2013,9,20,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Bombing/Explosion,0,4,Patrol,Baloch Republican Army (BRA),Police,Explosives,4,2013-09-20
1454,2013,9,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,87,131,Church,Jundallah (Pakistan),Religious Figures/Institutions,Explosives,218,2013-09-22
1455,2013,9,22,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Bombing/Explosion,0,21,Nishtar Road Business District/ Marketplace,Undefined,Private Citizens & Property,Explosives,21,2013-09-22
1456,2013,9,25,Pakistan,Federally Administered Tribal Areas,South Asia,Halimzai,34.345856,71.370506,Bombing/Explosion,3,5,Irrigation Dam Construction Workers,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,8,2013-09-25
1457,2013,9,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Jani Khel,32.800575,70.49556,Armed Assault,5,1,Checkpost,Undefined,Military,Explosives,6,2013-09-25
1458,2013,9,26,Pakistan,Balochistan,South Asia,Mashkai,26.91126,65.570785,Assassination,0,0,Major General Muhammad Saeed Aleem,Undefined,Government (General),Explosives,0,2013-09-26
1459,2013,9,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,17,33,Employee Transport Bus,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,50,2013-09-27
1460,2013,9,28,Pakistan,Balochistan,South Asia,Panjgur district,26.730893,64.145994,Armed Assault,9,2,Patrol,Baloch Republican Army (BRA),Military,Firearms,11,2013-09-28
1461,2013,9,29,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,43,101,Bazaar,Undefined,Private Citizens & Property,Explosives,144,2013-09-29
1462,2013,10,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.546327,71.0757,Bombing/Explosion,18,22,Compound of Militia Leader: Nabi Hanfi,Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Explosives,40,2013-10-03
1463,2013,10,5,Pakistan,Balochistan,South Asia,Hoshab,26.008619,63.891228,Armed Assault,0,0,Soldiers,Undefined,Military,Firearms,0,2013-10-05
1464,2013,10,9,Pakistan,Balochistan,South Asia,Mashkai,26.91126,65.570785,Armed Assault,1,2,Relief Camp,Undefined,Military,Explosives,3,2013-10-09
1465,2013,10,9,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.116734,70.157509,Armed Assault,1,0,Mehsud Tribal Leader: Naitullah Mehsud,Undefined,Private Citizens & Property,Firearms,1,2013-10-09
1466,2013,10,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,0,12,Patrol Vehicle,Undefined,Military,Explosives,12,2013-10-10
1467,2013,10,15,Pakistan,Balochistan,South Asia,Hazar Ganji,30.098261,66.944481,Bombing/Explosion,0,12,Vehicle,Lashkar-e-Balochistan,Police,Explosives,12,2013-10-15
1468,2013,10,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Assassination,9,31,Provincial Minister: Isarullah Khan Gandapur,Mujahideen Ansar,Government (General),Explosives,40,2013-10-16
1469,2013,10,21,Pakistan,Balochistan,South Asia,Nasirabad district,28.59189,68.039822,Bombing/Explosion,6,18,Jaffar Express,Baloch Republican Army (BRA),Transportation,Explosives,24,2013-10-21
1470,2013,10,22,Pakistan,Balochistan,South Asia,Buleda,26.40178,62.923644,Assassination,1,0,Camp of Minister: Sheikh Ali Bin Abdullah,Undefined,Government (General),Firearms,1,2013-10-22
1471,2013,10,24,Pakistan,Sindh,South Asia,Thul,28.248983,68.777084,Bombing/Explosion,0,3,Market,Undefined,Private Citizens & Property,Explosives,3,2013-10-24
1472,2013,10,24,Pakistan,Federally Administered Tribal Areas,South Asia,Angoor Ada,32.515774,69.289474,Bombing/Explosion,0,9,Village,Undefined,Private Citizens & Property,Explosives,9,2013-10-24
1473,2013,10,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,33.007224,70.586075,Armed Assault,1,0,Police Station,Undefined,Police,Firearms,1,2013-10-26
1474,2013,10,27,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Armed Assault,1,3,Checkpost,Undefined,Military,Explosives,4,2013-10-27
1475,2013,10,27,Pakistan,Federally Administered Tribal Areas,South Asia,Salarzai,34.644134,71.467187,Armed Assault,1,0,Member: Ghaus Rehman,Undefined,Terrorists/Non-State Militia,Firearms,1,2013-10-27
1476,2013,10,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Tank district,32.34507,70.530293,Bombing/Explosion,0,3,Convoy,Undefined,Military,Explosives,3,2013-10-28
1477,2013,10,28,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Undefined,9,0,Checkpost,Undefined,Military,Undefined,9,2013-10-28
1478,2013,10,29,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Bombing/Explosion,0,2,Bus,Undefined,Transportation,Explosives,2,2013-10-29
1479,2013,10,30,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Bombing/Explosion,2,4,Soldiers,Undefined,Military,Explosives,6,2013-10-30
1480,2013,11,1,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Armed Assault,6,1,Hazara Coal Mine Workers,Jaish-e-Islam,Private Citizens & Property,Firearms,7,2013-11-01
1481,2013,11,1,Pakistan,Balochistan,South Asia,Khuzdar district,27.801758,66.630034,Armed Assault,1,2,"Civilians: Ali Nawaz Ghulamani, Nisar Ahmed",Undefined,Private Citizens & Property,Firearms,3,2013-11-01
